Transformer_ID,Winding_Type,Test_Date,Frequency_Hz,Magnitude_dB,Phase_deg
TR002,LV,2026-03-05,65.51285568595509,1.57,-3.74
TR002,LV,2026-03-05,79.06043210907697,-0.95,-30.14
TR002,LV,2026-03-05,95.40954763499938,0.87,-17.32
TR002,LV,2026-03-05,115.1395399326447,4.34,-18.54
TR002,LV,2026-03-05,138.94954943731375,1.3,0.15
TR002,LV,2026-03-05,167.68329368110065,-3.69,-32.75
TR002,LV,2026-03-05,202.35896477251555,1.85,28.47
TR002,LV,2026-03-05,244.20530945486496,-0.99,-12.57
TR002,LV,2026-03-05,294.705170255181,1.32,26.83
TR002,LV,2026-03-05,355.64803062231283,3.53,-4.23
TR002,LV,2026-03-05,429.1934260128778,0.23,3.32
TR002,LV,2026-03-05,517.9474679231213,-3.23,-4.56
TR002,LV,2026-03-05,625.0551925273969,3.48,-2.89
TR002,LV,2026-03-05,754.3120063354615,-1.63,16.27
TR002,LV,2026-03-05,910.2981779915218,-0.16,0.33
TR002,LV,2026-03-05,1098.5411419875584,1.64,14.39
TR002,LV,2026-03-05,1325.7113655901082,-2.26,-2.52
TR002,LV,2026-03-05,1599.8587196060573,-1.23,-6.96
TR002,LV,2026-03-05,1930.6977288832495,-3.4,6.25
TR002,LV,2026-03-05,2329.951810515372,0.35,-16.53
TR002,LV,2026-03-05,2811.768697974228,-0.11,-25.97
TR002,LV,2026-03-05,3393.221771895326,2.53,0.49
TR002,LV,2026-03-05,4094.915062380423,1.78,26.2
TR002,LV,2026-03-05,4941.713361323833,-0.81,14.14
TR002,LV,2026-03-05,5963.623316594642,3.23,-9.02
TR002,LV,2026-03-05,7196.856730011514,2.51,11.71
TR002,LV,2026-03-05,8685.11373751352,-1.56,20.36
TR002,LV,2026-03-05,10481.131341546852,-1.24,11.07
TR002,LV,2026-03-05,12648.552168552958,2.46,-7.41
TR002,LV,2026-03-05,15264.179671752303,1.36,-1.02
TR002,LV,2026-03-05,18420.699693267165,-2.06,-9.36
TR002,LV,2026-03-05,22229.96482526191,0.36,-5.84
TR002,LV,2026-03-05,26826.95795279727,-0.74,-5.04
TR002,LV,2026-03-05,32374.5754281764,-0.74,-27.24
TR002,LV,2026-03-05,39069.399370546125,1.32,11.11
TR002,LV,2026-03-05,47148.663634573895,0.44,-5.26
TR002,LV,2026-03-05,56898.66029018293,-2.32,-9.24
TR002,LV,2026-03-05,68664.88450042998,-1.58,18.17
TR002,LV,2026-03-05,82864.27728546843,-2.64,-2.23
TR002,LV,2026-03-05,100000.0,-0.46,-0.57
TR003,LV,2026-03-10,10.0,-5.16,3.99
TR003,LV,2026-03-10,12.067926406393289,-2.96,-21.13
TR003,LV,2026-03-10,14.563484775012435,3.01,-11.35
TR003,LV,2026-03-10,17.57510624854792,-4.26,-9.5
TR003,LV,2026-03-10,21.209508879201906,-0.49,-19.73
TR003,LV,2026-03-10,25.59547922699536,0.08,12.22
TR003,LV,2026-03-10,30.888435964774818,-0.21,-20.31
TR003,LV,2026-03-10,37.2759372031494,-0.56,0.4
TR003,LV,2026-03-10,44.98432668969444,-0.96,0.2
TR003,LV,2026-03-10,54.286754393238596,0.74,-13.75
TR003,LV,2026-03-10,65.51285568595509,-1.82,-5.93
TR003,LV,2026-03-10,79.06043210907697,1.33,-12.74
TR003,LV,2026-03-10,95.40954763499938,2.43,5.92
TR003,LV,2026-03-10,115.1395399326447,2.53,10.37
TR003,LV,2026-03-10,138.94954943731375,2.36,15.43
TR003,LV,2026-03-10,167.68329368110065,-1.26,-21.09
TR003,LV,2026-03-10,202.35896477251555,-0.35,19.4
TR003,LV,2026-03-10,244.20530945486496,-0.37,11.16
TR003,LV,2026-03-10,294.705170255181,-3.77,-8.57
TR003,LV,2026-03-10,355.64803062231283,0.31,15.75
TR003,LV,2026-03-10,429.1934260128778,2.86,-19.0
TR003,LV,2026-03-10,517.9474679231213,1.08,-14.49
TR003,LV,2026-03-10,625.0551925273969,0.41,8.03
TR003,LV,2026-03-10,754.3120063354615,-0.56,18.25
TR003,LV,2026-03-10,910.2981779915218,-5.24,-1.8
TR003,LV,2026-03-10,1098.5411419875584,0.8,-3.54
TR003,LV,2026-03-10,1325.7113655901082,3.05,-15.74
TR003,LV,2026-03-10,1599.8587196060573,1.41,-10.95
TR003,LV,2026-03-10,1930.6977288832495,-0.1,19.22
TR003,LV,2026-03-10,2329.951810515372,-0.15,-18.65
TR003,LV,2026-03-10,2811.768697974228,-1.4,-33.73
TR003,LV,2026-03-10,3393.221771895326,-1.05,-15.85
TR003,LV,2026-03-10,4094.915062380423,1.81,3.95
TR003,LV,2026-03-10,4941.713361323833,3.36,14.01
TR003,LV,2026-03-10,5963.623316594642,0.7,-3.35
TR003,LV,2026-03-10,7196.856730011514,-0.39,5.24
TR003,LV,2026-03-10,8685.11373751352,3.35,-8.91
TR003,LV,2026-03-10,10481.131341546852,-2.3,-14.89
TR003,LV,2026-03-10,12648.552168552958,-1.08,16.15
TR003,LV,2026-03-10,15264.179671752303,-0.04,-8.13
TR003,LV,2026-03-10,18420.699693267165,1.43,-21.02
TR003,LV,2026-03-10,22229.96482526191,5.65,12.58
TR003,LV,2026-03-10,26826.95795279727,-2.81,18.57
TR003,LV,2026-03-10,32374.5754281764,0.74,3.48
TR003,LV,2026-03-10,39069.399370546125,0.76,-4.82
TR003,LV,2026-03-10,47148.663634573895,4.26,-3.9
TR003,LV,2026-03-10,56898.66029018293,0.33,11.07
TR003,LV,2026-03-10,68664.88450042998,1.26,-5.07
TR003,LV,2026-03-10,82864.27728546843,-1.77,1.08
TR003,LV,2026-03-10,100000.0,1.36,-15.04
TR004,HV,2026-03-09,10.0,5.19,4.7
TR004,HV,2026-03-09,12.067926406393289,2.15,11.04
TR004,HV,2026-03-09,14.563484775012435,-1.1,26.22
TR004,HV,2026-03-09,17.57510624854792,2.17,-1.59
TR004,HV,2026-03-09,21.209508879201906,0.69,-18.63
TR004,HV,2026-03-09,25.59547922699536,2.59,-15.46
TR004,HV,2026-03-09,30.888435964774818,-1.11,-7.09
TR004,HV,2026-03-09,37.2759372031494,-5.91,10.27
TR004,HV,2026-03-09,44.98432668969444,2.4,-23.17
TR004,HV,2026-03-09,54.286754393238596,-2.22,-5.95
TR004,HV,2026-03-09,65.51285568595509,2.66,13.43
TR004,HV,2026-03-09,79.06043210907697,0.93,17.39
TR004,HV,2026-03-09,95.40954763499938,-0.05,-6.89
TR004,HV,2026-03-09,115.1395399326447,-2.92,-10.27
TR004,HV,2026-03-09,138.94954943731375,0.37,-1.74
TR004,HV,2026-03-09,167.68329368110065,0.69,-47.06
TR004,HV,2026-03-09,202.35896477251555,-0.03,-8.92
TR004,HV,2026-03-09,244.20530945486496,-1.13,11.3
TR004,HV,2026-03-09,294.705170255181,3.96,20.28
TR004,HV,2026-03-09,355.64803062231283,2.14,-21.79
TR004,HV,2026-03-09,429.1934260128778,0.95,-10.01
TR004,HV,2026-03-09,517.9474679231213,-0.45,35.38
TR004,HV,2026-03-09,625.0551925273969,-0.51,-18.85
TR004,HV,2026-03-09,754.3120063354615,1.25,7.36
TR004,HV,2026-03-09,910.2981779915218,-1.57,-2.78
TR004,HV,2026-03-09,1098.5411419875584,-1.82,7.9
TR004,HV,2026-03-09,1325.7113655901082,-2.18,15.86
TR004,HV,2026-03-09,1599.8587196060573,0.74,-19.0
TR004,HV,2026-03-09,1930.6977288832495,0.53,15.84
TR004,HV,2026-03-09,2329.951810515372,0.67,-7.87
TR004,HV,2026-03-09,2811.768697974228,-1.41,-10.35
TR004,HV,2026-03-09,3393.221771895326,-3.87,21.3
TR004,HV,2026-03-09,4094.915062380423,0.6,4.32
TR004,HV,2026-03-09,4941.713361323833,0.88,8.63
TR004,HV,2026-03-09,5963.623316594642,-0.18,25.02
TR004,HV,2026-03-09,7196.856730011514,-0.96,24.97
TR004,HV,2026-03-09,8685.11373751352,0.24,-11.4
TR004,HV,2026-03-09,10481.131341546852,-0.65,30.17
TR004,HV,2026-03-09,12648.552168552958,2.46,25.95
TR004,HV,2026-03-09,15264.179671752303,-3.03,4.61
TR004,HV,2026-03-09,18420.699693267165,3.03,-29.65
TR004,HV,2026-03-09,22229.96482526191,-1.29,-1.98
TR004,HV,2026-03-09,26826.95795279727,0.7,-10.51
TR004,HV,2026-03-09,32374.5754281764,-3.37,36.88
TR004,HV,2026-03-09,39069.399370546125,-0.15,-0.15
TR004,HV,2026-03-09,47148.663634573895,-0.42,-1.53
TR004,HV,2026-03-09,56898.66029018293,-2.2,-2.47
TR004,HV,2026-03-09,68664.88450042998,0.11,14.27
TR004,HV,2026-03-09,82864.27728546843,0.23,6.47
TR004,HV,2026-03-09,100000.0,-1.93,8.89
TR005,LV,2026-03-05,10.0,2.52,23.91
TR005,LV,2026-03-05,12.067926406393289,2.2,13.39
TR005,LV,2026-03-05,14.563484775012435,0.57,16.68
TR005,LV,2026-03-05,17.57510624854792,-2.26,-16.21
TR005,LV,2026-03-05,21.209508879201906,1.33,4.63
TR005,LV,2026-03-05,25.59547922699536,2.39,-19.63
TR005,LV,2026-03-05,30.888435964774818,2.88,1.94
TR005,LV,2026-03-05,37.2759372031494,1.79,-0.86
TR005,LV,2026-03-05,44.98432668969444,-1.69,-7.79
TR005,LV,2026-03-05,54.286754393238596,-1.33,-16.23
TR005,LV,2026-03-05,65.51285568595509,0.74,-18.85
TR005,LV,2026-03-05,79.06043210907697,1.75,-9.84
TR005,LV,2026-03-05,95.40954763499938,1.7,16.41
TR005,LV,2026-03-05,115.1395399326447,-3.39,12.76
TR005,LV,2026-03-05,138.94954943731375,0.51,-25.24
TR005,LV,2026-03-05,167.68329368110065,-1.28,-13.48
TR005,LV,2026-03-05,202.35896477251555,2.52,3.8
TR005,LV,2026-03-05,244.20530945486496,-1.5,-7.98
TR005,LV,2026-03-05,294.705170255181,-2.26,7.19
TR005,LV,2026-03-05,355.64803062231283,1.86,10.6
TR005,LV,2026-03-05,429.1934260128778,-0.74,16.73
TR005,LV,2026-03-05,517.9474679231213,-1.34,3.62
TR005,LV,2026-03-05,625.0551925273969,-1.84,-11.96
TR005,LV,2026-03-05,754.3120063354615,-0.64,13.33
TR005,LV,2026-03-05,910.2981779915218,0.05,10.49
TR005,LV,2026-03-05,1098.5411419875584,-1.55,3.51
TR005,LV,2026-03-05,1325.7113655901082,-0.99,13.35
TR005,LV,2026-03-05,1599.8587196060573,-0.56,-22.45
TR005,LV,2026-03-05,1930.6977288832495,-1.19,-10.63
TR005,LV,2026-03-05,2329.951810515372,0.87,2.72
TR005,LV,2026-03-05,2811.768697974228,-3.82,1.73
TR005,LV,2026-03-05,3393.221771895326,0.91,6.0
TR005,LV,2026-03-05,4094.915062380423,0.04,-13.29
TR005,LV,2026-03-05,4941.713361323833,-1.25,-18.27
TR005,LV,2026-03-05,5963.623316594642,1.48,-16.01
TR005,LV,2026-03-05,7196.856730011514,-1.88,-3.8
TR005,LV,2026-03-05,8685.11373751352,1.92,13.11
TR005,LV,2026-03-05,10481.131341546852,0.74,0.71
TR005,LV,2026-03-05,12648.552168552958,-3.23,17.22
TR005,LV,2026-03-05,15264.179671752303,-0.92,6.11
TR005,LV,2026-03-05,18420.699693267165,2.4,7.42
TR005,LV,2026-03-05,22229.96482526191,-2.75,-2.86
TR005,LV,2026-03-05,26826.95795279727,1.83,-9.23
TR005,LV,2026-03-05,32374.5754281764,-1.39,-1.08
TR005,LV,2026-03-05,39069.399370546125,-1.74,-22.25
TR005,LV,2026-03-05,47148.663634573895,0.35,-10.31
TR005,LV,2026-03-05,56898.66029018293,-1.62,15.65
TR005,LV,2026-03-05,68664.88450042998,3.71,18.96
TR005,LV,2026-03-05,82864.27728546843,-1.06,17.38
TR005,LV,2026-03-05,100000.0,-1.92,0.38
