Transformer_ID,Winding_Type,Test_Date,Frequency_Hz,Magnitude_dB,Phase_deg
TR001,LV,2026-03-24,58.05225516094899,-0.91,-4.46
TR001,LV,2026-03-24,60.80224261649424,-0.0,-21.91
TR001,LV,2026-03-24,63.68249944718586,3.04,-0.31
TR001,LV,2026-03-24,66.69919663030122,-1.97,0.92
TR001,LV,2026-03-24,69.85879746785248,-0.06,1.74
TR001,LV,2026-03-24,73.16807143427197,2.72,12.52
TR001,LV,2026-03-24,76.63410868007459,1.54,-28.4
TR001,LV,2026-03-24,80.26433522257175,-4.01,2.51
TR001,LV,2026-03-24,84.06652885618325,-0.01,28.69
TR001,LV,2026-03-24,88.04883581643465,-0.38,-16.24
TR001,LV,2026-03-24,92.21978823334327,-0.15,-21.04
TR001,LV,2026-03-24,96.58832241158703,2.27,-6.34
TR001,LV,2026-03-24,101.1637979766207,0.77,18.31
TR001,LV,2026-03-24,105.9560179277616,-1.96,-3.4
TR001,LV,2026-03-24,110.97524964120721,1.91,4.74
TR001,LV,2026-03-24,116.23224686798518,-0.02,17.79
TR001,LV,2026-03-24,121.7382727739662,0.41,7.5
TR001,LV,2026-03-24,127.50512407130128,3.59,-2.89
TR001,LV,2026-03-24,133.54515629298987,-4.43,-6.23
TR001,LV,2026-03-24,139.87131026472386,1.71,27.12
TR001,LV,2026-03-24,146.49713983072849,1.12,-0.23
TR001,LV,2026-03-24,153.43684089300132,1.22,-4.03
TR001,LV,2026-03-24,160.70528182616385,1.02,-13.49
TR001,LV,2026-03-24,168.31803533309565,0.04,9.29
TR001,LV,2026-03-24,176.2914118095948,1.43,11.11
TR001,LV,2026-03-24,184.64249428955426,2.85,-2.67
TR001,LV,2026-03-24,193.38917504552322,1.51,23.06
TR001,LV,2026-03-24,202.55019392306664,-0.37,-1.23
TR001,LV,2026-03-24,212.14517849106298,0.78,10.06
TR001,LV,2026-03-24,222.19468609395238,-2.79,-0.86
TR001,LV,2026-03-24,232.72024789604072,0.21,-26.96
TR001,LV,2026-03-24,243.74441501222216,0.04,-25.61
TR001,LV,2026-03-24,255.29080682395167,-0.23,-4.5
TR001,LV,2026-03-24,267.3841615839947,0.32,-23.23
TR001,LV,2026-03-24,280.05038941836307,-1.53,-6.37
TR001,LV,2026-03-24,293.31662783900424,0.56,-3.88
TR001,LV,2026-03-24,307.21129988617594,-0.59,4.85
TR001,LV,2026-03-24,321.76417502507354,0.15,-0.13
TR001,LV,2026-03-24,337.0064329271928,-3.25,2.85
TR001,LV,2026-03-24,352.970730273065,-0.84,6.24
TR001,LV,2026-03-24,369.6912707195028,-2.74,-0.63
TR001,LV,2026-03-24,387.20387818125573,-1.74,-12.43
TR001,LV,2026-03-24,405.54607358408276,2.85,-3.01
TR001,LV,2026-03-24,424.75715525368986,1.92,1.99
TR001,LV,2026-03-24,444.87828311275854,1.14,11.77
TR001,LV,2026-03-24,465.9525668664682,2.28,18.8
TR001,LV,2026-03-24,488.02515836544336,1.21,36.29
TR001,LV,2026-03-24,511.14334834401654,0.0,13.58
TR001,LV,2026-03-24,535.3566677410724,-1.17,29.63
TR001,LV,2026-03-24,560.7169938205458,-1.74,-2.07
TR001,LV,2026-03-24,587.2786613189483,-1.25,26.84
TR001,LV,2026-03-24,615.0985788580505,-2.7,-1.62
TR001,LV,2026-03-24,644.236350872137,-1.2,-0.18
TR001,LV,2026-03-24,674.7544053110693,0.59,-28.24
TR001,LV,2026-03-24,706.7181273927491,1.36,-2.72
TR001,LV,2026-03-24,740.1959996915645,-0.6,3.22
TR001,LV,2026-03-24,775.2597488629465,-0.19,2.2
TR001,LV,2026-03-24,811.9844993184009,1.78,18.19
TR001,LV,2026-03-24,850.4489341802678,-2.1,-2.4
TR001,LV,2026-03-24,890.735463861044,-1.11,-1.4
TR001,LV,2026-03-24,932.9304026284686,-3.35,-12.97
TR001,LV,2026-03-24,977.1241535346502,0.27,-21.69
TR001,LV,2026-03-24,1023.4114021054527,-3.55,3.6
TR001,LV,2026-03-24,1071.8913192051275,-0.06,9.99
TR001,LV,2026-03-24,1122.6677735108135,-1.89,9.25
TR001,LV,2026-03-24,1175.849554052157,0.4,-8.87
TR001,LV,2026-03-24,1231.550603292826,3.08,1.99
TR001,LV,2026-03-24,1289.8902612533082,0.4,31.25
TR001,LV,2026-03-24,1350.9935211980264,1.97,3.53
TR001,LV,2026-03-24,1414.991297434576,-0.22,-16.86
TR001,LV,2026-03-24,1482.0207057988587,2.65,5.8
TR001,LV,2026-03-24,1552.225357427048,0.3,-8.83
TR001,LV,2026-03-24,1625.755666443795,0.72,16.99
TR001,LV,2026-03-24,1702.7691722258996,-0.92,14.24
TR001,LV,2026-03-24,1783.4308769319093,0.72,15.78
TR001,LV,2026-03-24,1867.9135990207828,1.66,-2.04
TR001,LV,2026-03-24,1956.3983435170649,1.38,-9.49
TR001,LV,2026-03-24,2049.074689815848,0.61,-20.99
TR001,LV,2026-03-24,2146.1411978584038,3.27,-10.75
TR001,LV,2026-03-24,2247.8058335487253,-0.38,2.76
TR001,LV,2026-03-24,2354.286414322418,-3.23,2.99
TR001,LV,2026-03-24,2465.811075822604,1.09,16.27
TR001,LV,2026-03-24,2582.6187606826775,-0.17,0.8
TR001,LV,2026-03-24,2704.9597304631343,1.76,-26.99
TR001,LV,2026-03-24,2833.096101839324,0.92,7.99
TR001,LV,2026-03-24,2967.3024081888693,-1.13,29.54
TR001,LV,2026-03-24,3107.866187782014,-4.32,-11.41
TR001,LV,2026-03-24,3255.0885998350595,0.89,-20.95
TR001,LV,2026-03-24,3409.285069746811,-1.84,6.52
TR001,LV,2026-03-24,3570.7859649004627,-0.47,-19.56
TR001,LV,2026-03-24,3739.937302478798,0.03,-25.1
TR001,LV,2026-03-24,3917.1014908092607,4.25,-11.84
TR001,LV,2026-03-24,4102.658105827194,0.19,11.23
TR001,LV,2026-03-24,4297.00470432084,-0.11,-21.81
TR001,LV,2026-03-24,4500.557675700497,-1.33,0.99
TR001,LV,2026-03-24,4713.753134116724,-1.8,-11.87
TR001,LV,2026-03-24,4937.047852839004,-2.18,32.27
TR001,LV,2026-03-24,5170.92024289676,1.31,-7.44
TR001,LV,2026-03-24,5415.871378079471,-2.21,10.86
TR001,LV,2026-03-24,5672.426068491977,-5.34,1.55
TR001,LV,2026-03-24,5941.133984965034,-0.73,-3.03
TR001,LV,2026-03-24,6222.570836730231,2.29,-4.95
TR001,LV,2026-03-24,6517.339604882427,-0.82,-13.69
TR001,LV,2026-03-24,6826.071834272386,-2.73,-48.63
TR001,LV,2026-03-24,7149.428986597577,1.66,-2.52
TR001,LV,2026-03-24,7488.103857590023,0.13,-0.23
TR001,LV,2026-03-24,7842.822061337682,-0.08,10.31
TR001,LV,2026-03-24,8214.34358491943,-0.2,22.77
TR001,LV,2026-03-24,8603.464416684501,-1.23,-5.71
TR001,LV,2026-03-24,9011.018251665018,-2.13,17.32
TR001,LV,2026-03-24,9437.87827777538,-0.67,-9.99
TR001,LV,2026-03-24,9884.959046625587,0.99,7.08
TR001,LV,2026-03-24,10353.218432956615,1.25,-3.94
TR001,LV,2026-03-24,10843.659686896108,-1.04,22.85
TR001,LV,2026-03-24,11357.333583431051,-3.97,-24.32
TR001,LV,2026-03-24,11895.340673703207,4.51,-8.9
TR001,LV,2026-03-24,12458.833642950081,4.61,3.92
TR001,LV,2026-03-24,13049.019780144015,-5.06,-14.27
TR001,LV,2026-03-24,13667.163564620074,0.31,13.57
TR001,LV,2026-03-24,14314.589375234786,2.94,8.35
TR001,LV,2026-03-24,14992.684327860472,2.38,3.89
TR001,LV,2026-03-24,15702.901247293774,1.62,2.25
TR001,LV,2026-03-24,16446.761779946628,1.54,-12.67
TR001,LV,2026-03-24,17225.859653987874,1.52,-5.4
TR001,LV,2026-03-24,18041.864093920718,2.48,3.3
TR001,LV,2026-03-24,18896.523396912115,1.43,-4.73
TR001,LV,2026-03-24,19791.668678535574,0.39,-42.06
TR001,LV,2026-03-24,20729.217795953697,-0.99,23.67
TR001,LV,2026-03-24,21711.179456945054,-1.28,7.39
TR001,LV,2026-03-24,22739.657523579273,-0.67,12.44
TR001,LV,2026-03-24,23816.855519761608,0.41,20.14
TR001,LV,2026-03-24,24945.081352303165,-2.52,-6.31
TR001,LV,2026-03-24,26126.752255633262,1.35,-25.14
TR001,LV,2026-03-24,27364.39997074672,4.47,-11.43
TR001,LV,2026-03-24,28660.676169482504,1.55,-23.95
TR001,LV,2026-03-24,30018.35813575592,3.84,-12.74
TR001,LV,2026-03-24,31440.354715915,0.89,-8.91
TR001,LV,2026-03-24,32929.71255097148,1.54,42.99
TR001,LV,2026-03-24,34489.6226040576,2.28,0.15
TR001,LV,2026-03-24,36123.426997094306,-3.41,3.35
TR001,LV,2026-03-24,37834.62617131933,1.62,-1.57
TR001,LV,2026-03-24,39626.88638701478,1.02,-1.02
TR001,LV,2026-03-24,41504.047578504724,-2.28,-5.0
TR001,LV,2026-03-24,43470.131581250265,-2.03,-25.24
TR001,LV,2026-03-24,45529.35074866948,1.49,5.98
TR001,LV,2026-03-24,47686.116977144746,-1.99,-17.02
TR001,LV,2026-03-24,49945.0511585514,0.8,11.4
TR001,LV,2026-03-24,52310.993080562585,2.01,12.22
TR001,LV,2026-03-24,54789.01179593945,-2.58,-3.48
TR001,LV,2026-03-24,57384.416483023924,-3.07,32.91
TR001,LV,2026-03-24,60102.76782070388,-2.84,-5.37
TR001,LV,2026-03-24,62949.88990221888,1.19,4.72
TR001,LV,2026-03-24,65931.88271333542,-1.04,11.29
TR001,LV,2026-03-24,69055.1352016233,-1.43,-27.28
TR001,LV,2026-03-24,72326.33896483533,-0.87,4.62
TR001,LV,2026-03-24,75752.5025877192,-1.34,-28.32
TR001,LV,2026-03-24,79340.96665797492,0.74,-1.86
TR001,LV,2026-03-24,83099.41949353386,-3.51,-4.6
TR001,LV,2026-03-24,87035.91361485166,0.61,-21.34
TR001,LV,2026-03-24,91158.88299750836,3.82,-20.31
TR001,LV,2026-03-24,95477.16114208066,3.28,-18.56
TR001,LV,2026-03-24,100000.0,-0.65,-15.95
TR002,HV,2026-03-15,10.0,1.11,-16.36
TR002,HV,2026-03-15,10.473708979594498,1.27,14.53
TR002,HV,2026-03-15,10.969857978923836,-1.07,18.08
TR002,HV,2026-03-15,11.489510001873091,-1.31,7.69
TR002,HV,2026-03-15,12.033778407775893,1.71,10.35
TR002,HV,2026-03-15,12.603829296797274,2.43,9.67
TR002,HV,2026-03-15,13.200884008314182,-2.12,19.72
TR002,HV,2026-03-15,13.826221737646557,0.26,-1.47
TR002,HV,2026-03-15,14.481182276745338,1.57,-24.21
TR002,HV,2026-03-15,15.167168884709225,1.44,-1.29
TR002,HV,2026-03-15,15.885651294280526,-1.15,22.19
TR002,HV,2026-03-15,16.63816886076129,0.02,8.36
TR002,HV,2026-03-15,17.4263338600965,-1.19,0.94
TR002,HV,2026-03-15,18.251834943190435,0.56,18.27
TR002,HV,2026-03-15,19.116440753857017,-0.57,-19.82
TR002,HV,2026-03-15,20.022003718155844,3.71,-2.35
TR002,HV,2026-03-15,20.970464013232327,0.4,4.44
TR002,HV,2026-03-15,21.963853724165457,1.83,16.6
TR002,HV,2026-03-15,23.00430119772918,-1.06,15.04
TR002,HV,2026-03-15,24.094035602395245,-2.23,1.52
TR002,HV,2026-03-15,25.23539170434766,-1.04,6.76
TR002,HV,2026-03-15,26.430814869741056,0.69,15.23
TR002,HV,2026-03-15,27.682866303920665,-0.28,29.11
TR002,HV,2026-03-15,28.994228538828768,2.21,-0.9
TR002,HV,2026-03-15,30.367711180354576,-0.77,7.51
TR002,HV,2026-03-15,31.80625692794119,-2.58,-3.65
TR002,HV,2026-03-15,33.31294787934674,-2.12,-14.06
TR002,HV,2026-03-15,34.891012134067736,-0.87,15.83
TR002,HV,2026-03-15,36.54383070957256,-2.91,3.97
TR002,HV,2026-03-15,38.274944785163115,0.7,-19.19
TR002,HV,2026-03-15,40.08806328898464,1.98,8.69
TR002,HV,2026-03-15,41.9870708444391,-2.26,12.68
TR002,HV,2026-03-15,43.97603609302721,-1.22,6.07
TR002,HV,2026-03-15,46.05922041145106,-0.72,-6.08
TR002,HV,2026-03-15,48.241087041653685,2.82,3.96
TR002,HV,2026-03-15,50.526310653356795,0.7,19.4
TR002,HV,2026-03-15,52.91978735958442,-0.79,3.13
TR002,HV,2026-03-15,55.42664520663107,-3.26,34.53
TR002,HV,2026-03-15,58.05225516094899,0.48,-8.15
TR002,HV,2026-03-15,60.80224261649424,-2.04,-12.17
TR002,HV,2026-03-15,63.68249944718586,-3.23,12.73
TR002,HV,2026-03-15,66.69919663030122,3.03,21.84
TR002,HV,2026-03-15,69.85879746785248,-0.34,-1.63
TR002,HV,2026-03-15,73.16807143427197,1.16,-2.86
TR002,HV,2026-03-15,76.63410868007459,0.39,-6.5
TR002,HV,2026-03-15,80.26433522257175,-2.44,-4.8
TR002,HV,2026-03-15,84.06652885618325,-0.64,-6.33
TR002,HV,2026-03-15,88.04883581643465,-0.76,18.68
TR002,HV,2026-03-15,92.21978823334327,0.68,-1.14
TR002,HV,2026-03-15,96.58832241158703,-2.49,2.97
TR002,HV,2026-03-15,101.1637979766207,1.51,-21.01
TR002,HV,2026-03-15,105.9560179277616,-0.07,9.29
TR002,HV,2026-03-15,110.97524964120721,2.2,1.14
TR002,HV,2026-03-15,116.23224686798518,-1.9,-27.53
TR002,HV,2026-03-15,121.7382727739662,-1.68,17.25
TR002,HV,2026-03-15,127.50512407130128,1.64,19.21
TR002,HV,2026-03-15,133.54515629298987,5.05,-13.96
TR002,HV,2026-03-15,139.87131026472386,1.95,-8.68
TR002,HV,2026-03-15,146.49713983072849,-1.17,-20.03
TR002,HV,2026-03-15,153.43684089300132,-2.03,16.8
TR002,HV,2026-03-15,160.70528182616385,1.32,-0.48
TR002,HV,2026-03-15,168.31803533309565,0.7,-2.91
TR002,HV,2026-03-15,176.2914118095948,-2.03,-27.11
TR002,HV,2026-03-15,184.64249428955426,-1.0,13.01
TR002,HV,2026-03-15,193.38917504552322,-1.44,29.31
TR002,HV,2026-03-15,202.55019392306664,2.44,-10.17
TR002,HV,2026-03-15,212.14517849106298,0.92,5.78
TR002,HV,2026-03-15,222.19468609395238,-2.21,5.46
TR002,HV,2026-03-15,232.72024789604072,0.13,9.12
TR002,HV,2026-03-15,243.74441501222216,-0.91,25.39
TR002,HV,2026-03-15,255.29080682395167,-0.07,4.08
TR002,HV,2026-03-15,267.3841615839947,2.16,-13.44
TR002,HV,2026-03-15,280.05038941836307,3.23,-10.12
TR002,HV,2026-03-15,293.31662783900424,4.67,-4.58
TR002,HV,2026-03-15,307.21129988617594,-0.38,-12.8
TR002,HV,2026-03-15,321.76417502507354,3.89,11.74
TR002,HV,2026-03-15,337.0064329271928,-0.63,7.24
TR002,HV,2026-03-15,352.970730273065,-3.28,-1.11
TR002,HV,2026-03-15,369.6912707195028,-0.77,-6.9
TR002,HV,2026-03-15,387.20387818125573,-0.83,-8.0
TR002,HV,2026-03-15,405.54607358408276,3.03,-24.86
TR002,HV,2026-03-15,424.75715525368986,1.92,-27.46
TR002,HV,2026-03-15,444.87828311275854,-1.26,23.44
TR002,HV,2026-03-15,465.9525668664682,0.67,-39.77
TR002,HV,2026-03-15,488.02515836544336,-1.36,-10.61
TR002,HV,2026-03-15,511.14334834401654,0.17,-21.8
TR002,HV,2026-03-15,535.3566677410724,1.32,6.23
TR002,HV,2026-03-15,560.7169938205458,0.59,1.52
TR002,HV,2026-03-15,587.2786613189483,3.69,-4.01
TR002,HV,2026-03-15,615.0985788580505,3.56,8.93
TR002,HV,2026-03-15,644.236350872137,4.5,12.47
TR002,HV,2026-03-15,674.7544053110693,3.19,16.71
TR002,HV,2026-03-15,706.7181273927491,0.49,-24.44
TR002,HV,2026-03-15,740.1959996915645,1.13,-7.91
TR002,HV,2026-03-15,775.2597488629465,1.47,9.04
TR002,HV,2026-03-15,811.9844993184009,-3.06,14.29
TR002,HV,2026-03-15,850.4489341802678,-1.72,6.24
TR002,HV,2026-03-15,890.735463861044,1.8,-1.57
TR002,HV,2026-03-15,932.9304026284686,0.38,-25.88
TR002,HV,2026-03-15,977.1241535346502,-1.12,-3.8
TR002,HV,2026-03-15,1023.4114021054527,0.19,-9.14
TR002,HV,2026-03-15,1071.8913192051275,-0.78,6.39
TR002,HV,2026-03-15,1122.6677735108135,1.41,3.33
TR002,HV,2026-03-15,1175.849554052157,-0.84,-28.42
TR002,HV,2026-03-15,1231.550603292826,-1.25,-16.63
TR002,HV,2026-03-15,1289.8902612533082,1.46,18.0
TR002,HV,2026-03-15,1350.9935211980264,0.28,17.7
TR002,HV,2026-03-15,1414.991297434576,-0.73,-26.18
TR002,HV,2026-03-15,1482.0207057988587,-1.73,-14.96
TR002,HV,2026-03-15,1552.225357427048,0.74,-9.67
TR002,HV,2026-03-15,1625.755666443795,-1.7,-0.53
TR002,HV,2026-03-15,1702.7691722258996,-3.34,-8.98
TR002,HV,2026-03-15,1783.4308769319093,3.61,-5.62
TR002,HV,2026-03-15,1867.9135990207828,-0.91,-8.5
TR002,HV,2026-03-15,1956.3983435170649,3.11,9.45
TR002,HV,2026-03-15,2049.074689815848,-2.09,-3.84
TR002,HV,2026-03-15,2146.1411978584038,-3.49,9.79
TR002,HV,2026-03-15,2247.8058335487253,2.29,4.19
TR002,HV,2026-03-15,2354.286414322418,-0.15,-10.78
TR002,HV,2026-03-15,2465.811075822604,-1.71,3.02
TR002,HV,2026-03-15,2582.6187606826775,1.03,2.09
TR002,HV,2026-03-15,2704.9597304631343,0.22,11.81
TR002,HV,2026-03-15,2833.096101839324,-1.52,12.01
TR002,HV,2026-03-15,2967.3024081888693,5.82,19.49
TR002,HV,2026-03-15,3107.866187782014,-0.34,24.87
TR002,HV,2026-03-15,3255.0885998350595,-1.39,-23.69
TR002,HV,2026-03-15,3409.285069746811,-1.07,-8.0
TR002,HV,2026-03-15,3570.7859649004627,1.42,19.58
TR002,HV,2026-03-15,3739.937302478798,-1.08,-20.73
TR002,HV,2026-03-15,3917.1014908092607,-1.93,7.33
TR002,HV,2026-03-15,4102.658105827194,-2.38,29.23
TR002,HV,2026-03-15,4297.00470432084,3.32,-4.82
TR002,HV,2026-03-15,4500.557675700497,-2.14,14.12
TR002,HV,2026-03-15,4713.753134116724,-4.88,18.15
TR002,HV,2026-03-15,4937.047852839004,-1.33,7.14
TR002,HV,2026-03-15,5170.92024289676,2.63,1.41
TR002,HV,2026-03-15,5415.871378079471,0.12,-8.56
TR002,HV,2026-03-15,5672.426068491977,1.98,-30.46
TR002,HV,2026-03-15,5941.133984965034,0.97,-4.47
TR002,HV,2026-03-15,6222.570836730231,-0.95,-31.69
TR002,HV,2026-03-15,6517.339604882427,1.0,-0.34
TR002,HV,2026-03-15,6826.071834272386,0.08,-17.21
TR002,HV,2026-03-15,7149.428986597577,-1.97,-2.48
TR002,HV,2026-03-15,7488.103857590023,0.07,-0.45
TR002,HV,2026-03-15,7842.822061337682,2.82,-4.39
TR002,HV,2026-03-15,8214.34358491943,0.66,9.6
TR002,HV,2026-03-15,8603.464416684501,1.73,17.34
TR002,HV,2026-03-15,9011.018251665018,-1.67,-8.36
TR002,HV,2026-03-15,9437.87827777538,-0.36,12.62
TR002,HV,2026-03-15,9884.959046625587,-1.82,-3.26
TR002,HV,2026-03-15,10353.218432956615,-3.78,-13.39
TR002,HV,2026-03-15,10843.659686896108,-0.52,-11.66
TR002,HV,2026-03-15,11357.333583431051,2.61,20.65
TR002,HV,2026-03-15,11895.340673703207,0.0,5.39
TR002,HV,2026-03-15,12458.833642950081,1.24,-31.11
TR002,HV,2026-03-15,13049.019780144015,1.91,2.98
TR002,HV,2026-03-15,13667.163564620074,-1.47,-25.3
TR002,HV,2026-03-15,14314.589375234786,1.56,0.58
TR002,HV,2026-03-15,14992.684327860472,1.44,-2.38
TR002,HV,2026-03-15,15702.901247293774,-1.11,4.51
TR002,HV,2026-03-15,16446.761779946628,2.14,5.21
TR002,HV,2026-03-15,17225.859653987874,-0.83,3.4
TR002,HV,2026-03-15,18041.864093920718,1.96,8.9
TR002,HV,2026-03-15,18896.523396912115,0.61,-13.72
TR002,HV,2026-03-15,19791.668678535574,-1.13,10.28
TR002,HV,2026-03-15,20729.217795953697,-1.42,-16.31
TR002,HV,2026-03-15,21711.179456945054,3.47,-0.71
TR002,HV,2026-03-15,22739.657523579273,0.92,-0.25
TR002,HV,2026-03-15,23816.855519761608,-2.87,5.54
TR002,HV,2026-03-15,24945.081352303165,2.0,15.86
TR002,HV,2026-03-15,26126.752255633262,-3.54,10.55
TR002,HV,2026-03-15,27364.39997074672,1.86,-1.35
TR002,HV,2026-03-15,28660.676169482504,2.59,-2.31
TR002,HV,2026-03-15,30018.35813575592,-1.77,-8.27
TR002,HV,2026-03-15,31440.354715915,-1.45,44.01
TR002,HV,2026-03-15,32929.71255097148,3.03,31.16
TR002,HV,2026-03-15,34489.6226040576,0.72,-17.06
TR002,HV,2026-03-15,36123.426997094306,1.04,24.67
TR002,HV,2026-03-15,37834.62617131933,-3.37,-16.89
TR002,HV,2026-03-15,39626.88638701478,-3.59,5.8
TR002,HV,2026-03-15,41504.047578504724,1.0,-7.21
TR002,HV,2026-03-15,43470.131581250265,-1.05,2.87
TR002,HV,2026-03-15,45529.35074866948,1.44,-4.15
TR002,HV,2026-03-15,47686.116977144746,-1.31,-9.05
TR002,HV,2026-03-15,49945.0511585514,-1.35,-12.28
TR002,HV,2026-03-15,52310.993080562585,2.98,-6.65
TR002,HV,2026-03-15,54789.01179593945,2.32,29.8
TR002,HV,2026-03-15,57384.416483023924,-1.66,10.48
TR002,HV,2026-03-15,60102.76782070388,-1.88,9.63
TR002,HV,2026-03-15,62949.88990221888,-0.37,-5.86
TR002,HV,2026-03-15,65931.88271333542,-1.71,-27.18
TR002,HV,2026-03-15,69055.1352016233,-0.13,-1.21
TR002,HV,2026-03-15,72326.33896483533,-0.53,14.56
TR002,HV,2026-03-15,75752.5025877192,-2.43,-13.87
TR002,HV,2026-03-15,79340.96665797492,2.47,-8.96
TR002,HV,2026-03-15,83099.41949353386,-1.17,-5.04
TR002,HV,2026-03-15,87035.91361485166,3.12,24.83
TR002,HV,2026-03-15,91158.88299750836,-0.68,9.65
TR002,HV,2026-03-15,95477.16114208066,0.41,-9.57
TR002,HV,2026-03-15,100000.0,-1.26,-5.74
TR003,HV,2026-03-27,10.0,-2.3,4.28
TR003,HV,2026-03-27,10.473708979594498,1.51,-47.96
TR003,HV,2026-03-27,10.969857978923836,-1.15,8.59
TR003,HV,2026-03-27,11.489510001873091,1.34,17.18
TR003,HV,2026-03-27,12.033778407775893,-1.92,-7.14
TR003,HV,2026-03-27,12.603829296797274,-1.13,26.17
TR003,HV,2026-03-27,13.200884008314182,-4.67,-9.37
TR003,HV,2026-03-27,13.826221737646557,0.81,8.06
TR003,HV,2026-03-27,14.481182276745338,2.46,-1.92
TR003,HV,2026-03-27,15.167168884709225,0.09,24.75
TR003,HV,2026-03-27,15.885651294280526,5.93,9.87
TR003,HV,2026-03-27,16.63816886076129,2.52,-31.68
TR003,HV,2026-03-27,17.4263338600965,0.18,15.21
TR003,HV,2026-03-27,18.251834943190435,1.24,13.15
TR003,HV,2026-03-27,19.116440753857017,-4.42,-20.84
TR003,HV,2026-03-27,20.022003718155844,1.62,-15.69
TR003,HV,2026-03-27,20.970464013232327,2.66,-20.0
TR003,HV,2026-03-27,21.963853724165457,-3.23,8.71
TR003,HV,2026-03-27,23.00430119772918,1.6,-30.77
TR003,HV,2026-03-27,24.094035602395245,3.76,9.82
TR003,HV,2026-03-27,25.23539170434766,1.8,19.02
TR003,HV,2026-03-27,26.430814869741056,0.81,-1.93
TR003,HV,2026-03-27,27.682866303920665,-0.4,-8.77
TR003,HV,2026-03-27,28.994228538828768,-1.32,-12.0
TR003,HV,2026-03-27,30.367711180354576,0.42,-14.05
TR003,HV,2026-03-27,31.80625692794119,3.87,-20.25
TR003,HV,2026-03-27,33.31294787934674,0.51,-13.37
TR003,HV,2026-03-27,34.891012134067736,0.57,24.2
TR003,HV,2026-03-27,36.54383070957256,-0.82,-4.43
TR003,HV,2026-03-27,38.274944785163115,-0.09,15.12
TR003,HV,2026-03-27,40.08806328898464,-2.18,22.89
TR003,HV,2026-03-27,41.9870708444391,-2.29,6.25
TR003,HV,2026-03-27,43.97603609302721,-0.69,-1.09
TR003,HV,2026-03-27,46.05922041145106,0.69,-13.58
TR003,HV,2026-03-27,48.241087041653685,0.49,-3.8
TR003,HV,2026-03-27,50.526310653356795,1.77,3.78
TR003,HV,2026-03-27,52.91978735958442,-1.23,-4.24
TR003,HV,2026-03-27,55.42664520663107,2.81,21.56
TR003,HV,2026-03-27,58.05225516094899,0.98,-12.87
TR003,HV,2026-03-27,60.80224261649424,3.95,14.69
TR003,HV,2026-03-27,63.68249944718586,0.84,-13.59
TR003,HV,2026-03-27,66.69919663030122,-1.92,15.21
TR003,HV,2026-03-27,69.85879746785248,1.44,7.08
TR003,HV,2026-03-27,73.16807143427197,-0.28,15.53
TR003,HV,2026-03-27,76.63410868007459,-0.15,2.05
TR003,HV,2026-03-27,80.26433522257175,-1.49,9.03
TR003,HV,2026-03-27,84.06652885618325,-1.62,22.13
TR003,HV,2026-03-27,88.04883581643465,1.15,-14.07
